,codigo,sintomas
9780,T80,Sintomas no encontrados
9781,T80.0,Sintomas no encontrados
9782,T80.1,Sintomas no encontrados
9783,T80.2,Sintomas no encontrados
9784,T80.3,Sintomas no encontrados
9785,T80.4,Sintomas no encontrados
9786,T80.5,Sintomas no encontrados
9787,T80.6,Sintomas no encontrados
9788,T80.8,Sintomas no encontrados
9789,T80.9,Sintomas no encontrados
9790,T81,Sintomas no encontrados
9791,T81.0,Sintomas no encontrados
9792,T81.1,Sintomas no encontrados
9793,T81.2,Sintomas no encontrados
9794,T81.3,Sintomas no encontrados
9795,T81.4,Sintomas no encontrados
9796,T81.5,Sintomas no encontrados
9797,T81.6,Sintomas no encontrados
9798,T81.7,Sintomas no encontrados
9799,T81.8,Sintomas no encontrados
9800,T81.9,Sintomas no encontrados
9801,T82,Sintomas no encontrados
9802,T82.0,Sintomas no encontrados
9803,T82.1,Sintomas no encontrados
9804,T82.2,Sintomas no encontrados
9805,T82.3,Sintomas no encontrados
9806,T82.4,Sintomas no encontrados
9807,T82.5,Sintomas no encontrados
9808,T82.6,Sintomas no encontrados
9809,T82.7,Sintomas no encontrados
9810,T82.8,Sintomas no encontrados
9811,T82.9,Sintomas no encontrados
9812,T83,Sintomas no encontrados
9813,T83.0,Sintomas no encontrados
9814,T83.1,Sintomas no encontrados
9815,T83.2,Sintomas no encontrados
9816,T83.3,Sintomas no encontrados
9817,T83.4,Sintomas no encontrados
9818,T83.5,Sintomas no encontrados
9819,T83.6,Sintomas no encontrados
9820,T83.8,Sintomas no encontrados
9821,T83.9,Sintomas no encontrados
9822,T84,Sintomas no encontrados
9823,T84.0,Sintomas no encontrados
9824,T84.1,Sintomas no encontrados
9825,T84.2,Sintomas no encontrados
9826,T84.3,Sintomas no encontrados
9827,T84.4,Sintomas no encontrados
9828,T84.5,Sintomas no encontrados
9829,T84.6,Sintomas no encontrados
9830,T84.7,Sintomas no encontrados
9831,T84.8,Sintomas no encontrados
9832,T84.9,Sintomas no encontrados
9833,T85,Sintomas no encontrados
9834,T85.0,Sintomas no encontrados
9835,T85.1,Sintomas no encontrados
9836,T85.2,Sintomas no encontrados
9837,T85.3,Sintomas no encontrados
9838,T85.4,Sintomas no encontrados
9839,T85.5,Sintomas no encontrados
9840,T85.6,Sintomas no encontrados
9841,T85.7,Sintomas no encontrados
9842,T85.8,Sintomas no encontrados
9843,T85.9,Sintomas no encontrados
9844,T86,Sintomas no encontrados
9845,T86.0,Sintomas no encontrados
9846,T86.1,Sintomas no encontrados
9847,T86.2,Sintomas no encontrados
9848,T86.3,Sintomas no encontrados
9849,T86.4,Sintomas no encontrados
9850,T86.8,Sintomas no encontrados
9851,T86.9,Sintomas no encontrados
9852,T87,Sintomas no encontrados
9853,T87.0,Sintomas no encontrados
9854,T87.1,Sintomas no encontrados
9855,T87.2,Sintomas no encontrados
9856,T87.3,Sintomas no encontrados
9857,T87.4,Sintomas no encontrados
9858,T87.5,Sintomas no encontrados
9859,T87.6,Sintomas no encontrados
9860,T88,Sintomas no encontrados
9861,T88.0,Sintomas no encontrados
9862,T88.1,Sintomas no encontrados
9863,T88.2,Sintomas no encontrados
9864,T88.3,Sintomas no encontrados
9865,T88.4,Sintomas no encontrados
9866,T88.5,Sintomas no encontrados
9867,T88.6,Sintomas no encontrados
9868,T88.7,Sintomas no encontrados
9869,T88.8,Sintomas no encontrados
9870,T88.9,Sintomas no encontrados
9871,T90,Sintomas no encontrados
9872,T90.0,Sintomas no encontrados
9873,T90.1,Sintomas no encontrados
9874,T90.2,Sintomas no encontrados
9875,T90.3,Sintomas no encontrados
9876,T90.4,Sintomas no encontrados
9877,T90.5,Sintomas no encontrados
9878,T90.8,Sintomas no encontrados
9879,T90.9,Sintomas no encontrados
9880,T91,Sintomas no encontrados
9881,T91.0,Sintomas no encontrados
9882,T91.1,Sintomas no encontrados
9883,T91.2,Sintomas no encontrados
9884,T91.3,Sintomas no encontrados
9885,T91.4,Sintomas no encontrados
9886,T91.5,Sintomas no encontrados
9887,T91.8,Sintomas no encontrados
9888,T91.9,Sintomas no encontrados
9889,T92,Sintomas no encontrados
9890,T92.0,Sintomas no encontrados
9891,T92.1,Sintomas no encontrados
9892,T92.2,Sintomas no encontrados
9893,T92.3,Sintomas no encontrados
9894,T92.4,Sintomas no encontrados
9895,T92.5,Sintomas no encontrados
9896,T92.6,Sintomas no encontrados
9897,T92.8,Sintomas no encontrados
9898,T92.9,Sintomas no encontrados
9899,T93,Sintomas no encontrados
9900,T93.0,Sintomas no encontrados
9901,T93.1,Sintomas no encontrados
9902,T93.2,Sintomas no encontrados
9903,T93.3,Sintomas no encontrados
9904,T93.4,Sintomas no encontrados
9905,T93.5,Sintomas no encontrados
9906,T93.6,Sintomas no encontrados
9907,T93.8,Sintomas no encontrados
9908,T93.9,Sintomas no encontrados
9909,T94,Sintomas no encontrados
9910,T94.0,Sintomas no encontrados
9911,T94.1,Sintomas no encontrados
9912,T95,Sintomas no encontrados
9913,T95.0,Sintomas no encontrados
9914,T95.1,Sintomas no encontrados
9915,T95.2,Sintomas no encontrados
9916,T95.3,Sintomas no encontrados
9917,T95.4,Sintomas no encontrados
9918,T95.8,Sintomas no encontrados
9919,T95.9,Sintomas no encontrados
9920,T96,Sintomas no encontrados
9921,T97,Sintomas no encontrados
9922,T98,Sintomas no encontrados
9923,T98.0,Sintomas no encontrados
9924,T98.1,Sintomas no encontrados
9925,T98.2,Sintomas no encontrados
9926,T98.3,Sintomas no encontrados
9927,V01,Sintomas no encontrados
9928,V01.0,Sintomas no encontrados
9929,V01.1,Sintomas no encontrados
9930,V01.9,Sintomas no encontrados
9931,V02,Sintomas no encontrados
9932,V02.0,Sintomas no encontrados
9933,V02.1,Sintomas no encontrados
9934,V02.9,Sintomas no encontrados
9935,V03,Sintomas no encontrados
9936,V03.0,Sintomas no encontrados
9937,V03.1,Sintomas no encontrados
9938,V03.9,Sintomas no encontrados
9939,V04,Sintomas no encontrados
9940,V04.0,Sintomas no encontrados
9941,V04.1,Sintomas no encontrados
9942,V04.9,Sintomas no encontrados
9943,V05,Sintomas no encontrados
9944,V05.0,Sintomas no encontrados
9945,V05.1,Sintomas no encontrados
9946,V05.9,Sintomas no encontrados
9947,V06,Sintomas no encontrados
9948,V06.0,Sintomas no encontrados
9949,V06.1,Sintomas no encontrados
9950,V06.9,Sintomas no encontrados
9951,V09,Sintomas no encontrados
9952,V09.0,Sintomas no encontrados
9953,V09.1,Sintomas no encontrados
9954,V09.2,Sintomas no encontrados
9955,V09.3,Sintomas no encontrados
9956,V09.9,Sintomas no encontrados
9957,V10,Sintomas no encontrados
9958,V10.0,Sintomas no encontrados
9959,V10.1,Sintomas no encontrados
9960,V10.2,Sintomas no encontrados
9961,V10.3,Sintomas no encontrados
9962,V10.4,Sintomas no encontrados
9963,V10.5,Sintomas no encontrados
9964,V10.9,Sintomas no encontrados
9965,V11,Sintomas no encontrados
9966,V11.0,Sintomas no encontrados
9967,V11.1,Sintomas no encontrados
9968,V11.2,Sintomas no encontrados
9969,V11.3,Sintomas no encontrados
9970,V11.4,Sintomas no encontrados
9971,V11.5,Sintomas no encontrados
9972,V11.9,Sintomas no encontrados
9973,V12,Sintomas no encontrados
9974,V12.0,Sintomas no encontrados
9975,V12.1,Sintomas no encontrados
9976,V12.2,Sintomas no encontrados
9977,V12.3,Sintomas no encontrados
9978,V12.4,Sintomas no encontrados
9979,V12.5,Sintomas no encontrados
9980,V12.9,Sintomas no encontrados
9981,V13,Sintomas no encontrados
9982,V13.0,Sintomas no encontrados
9983,V13.1,Sintomas no encontrados
9984,V13.2,Sintomas no encontrados
9985,V13.3,Sintomas no encontrados
9986,V13.4,Sintomas no encontrados
9987,V13.5,Sintomas no encontrados
9988,V13.9,Sintomas no encontrados
9989,V14,Sintomas no encontrados
9990,V14.0,Sintomas no encontrados
9991,V14.1,Sintomas no encontrados
9992,V14.2,Sintomas no encontrados
9993,V14.3,Sintomas no encontrados
9994,V14.4,Sintomas no encontrados
9995,V14.5,Sintomas no encontrados
9996,V14.9,Sintomas no encontrados
9997,V15,Sintomas no encontrados
9998,V15.0,Sintomas no encontrados
9999,V15.1,Sintomas no encontrados
10000,V15.2,Sintomas no encontrados
10001,V15.3,Sintomas no encontrados
10002,V15.4,Sintomas no encontrados
10003,V15.5,Sintomas no encontrados
10004,V15.9,Sintomas no encontrados
10005,V16,Sintomas no encontrados
10006,V16.0,Sintomas no encontrados
10007,V16.1,Sintomas no encontrados
10008,V16.2,Sintomas no encontrados
10009,V16.3,Sintomas no encontrados
10010,V16.4,Sintomas no encontrados
10011,V16.5,Sintomas no encontrados
10012,V16.9,Sintomas no encontrados
10013,V17,Sintomas no encontrados
10014,V17.0,Sintomas no encontrados
10015,V17.1,Sintomas no encontrados
10016,V17.2,Sintomas no encontrados
10017,V17.3,Sintomas no encontrados
10018,V17.4,Sintomas no encontrados
10019,V17.5,Sintomas no encontrados
10020,V17.9,Sintomas no encontrados
10021,V18,Sintomas no encontrados
10022,V18.0,Sintomas no encontrados
10023,V18.1,Sintomas no encontrados
10024,V18.2,Sintomas no encontrados
10025,V18.3,Sintomas no encontrados
10026,V18.4,Sintomas no encontrados
10027,V18.5,Sintomas no encontrados
10028,V18.9,Sintomas no encontrados
10029,V19,Sintomas no encontrados
10030,V19.0,Sintomas no encontrados
10031,V19.1,Sintomas no encontrados
10032,V19.2,Sintomas no encontrados
10033,V19.3,Sintomas no encontrados
10034,V19.4,Sintomas no encontrados
10035,V19.5,Sintomas no encontrados
10036,V19.6,Sintomas no encontrados
10037,V19.8,Sintomas no encontrados
10038,V19.9,Sintomas no encontrados
10039,V20,Sintomas no encontrados
10040,V20.0,Sintomas no encontrados
10041,V20.1,Sintomas no encontrados
10042,V20.2,Sintomas no encontrados
10043,V20.3,Sintomas no encontrados
10044,V20.4,Sintomas no encontrados
10045,V20.5,Sintomas no encontrados
10046,V20.9,Sintomas no encontrados
10047,V21,Sintomas no encontrados
10048,V21.0,Sintomas no encontrados
10049,V21.1,Sintomas no encontrados
10050,V21.2,Sintomas no encontrados
10051,V21.3,Sintomas no encontrados
10052,V21.4,Sintomas no encontrados
10053,V21.5,Sintomas no encontrados
10054,V21.9,Sintomas no encontrados
10055,V22,Sintomas no encontrados
10056,V22.0,Sintomas no encontrados
10057,V22.1,Sintomas no encontrados
10058,V22.2,Sintomas no encontrados
10059,V22.3,Sintomas no encontrados
10060,V22.4,Sintomas no encontrados
10061,V22.5,Sintomas no encontrados
10062,V22.9,Sintomas no encontrados
10063,V23,Sintomas no encontrados
10064,V23.0,Sintomas no encontrados
10065,V23.1,Sintomas no encontrados
10066,V23.2,Sintomas no encontrados
10067,V23.3,Sintomas no encontrados
10068,V23.4,Sintomas no encontrados
10069,V23.5,Sintomas no encontrados
10070,V23.9,Sintomas no encontrados
10071,V24,Sintomas no encontrados
10072,V24.0,Sintomas no encontrados
10073,V24.1,Sintomas no encontrados
10074,V24.2,Sintomas no encontrados
10075,V24.3,Sintomas no encontrados
10076,V24.4,Sintomas no encontrados
10077,V24.5,Sintomas no encontrados
10078,V24.9,Sintomas no encontrados
10079,V25,Sintomas no encontrados
10080,V25.0,Sintomas no encontrados
10081,V25.1,Sintomas no encontrados
10082,V25.2,Sintomas no encontrados
10083,V25.3,Sintomas no encontrados
10084,V25.4,Sintomas no encontrados
10085,V25.5,Sintomas no encontrados
10086,V25.9,Sintomas no encontrados
10087,V26,Sintomas no encontrados
10088,V26.0,Sintomas no encontrados
10089,V26.1,Sintomas no encontrados
10090,V26.2,Sintomas no encontrados
10091,V26.3,Sintomas no encontrados
10092,V26.4,Sintomas no encontrados
10093,V26.5,Sintomas no encontrados
10094,V26.9,Sintomas no encontrados
10095,V27,Sintomas no encontrados
10096,V27.0,Sintomas no encontrados
10097,V27.1,Sintomas no encontrados
10098,V27.2,Sintomas no encontrados
10099,V27.3,Sintomas no encontrados
10100,V27.4,Sintomas no encontrados
10101,V27.5,Sintomas no encontrados
10102,V27.9,Sintomas no encontrados
10103,V28,Sintomas no encontrados
10104,V28.0,Sintomas no encontrados
10105,V28.1,Sintomas no encontrados
10106,V28.2,Sintomas no encontrados
10107,V28.3,Sintomas no encontrados
10108,V28.4,Sintomas no encontrados
10109,V28.5,Sintomas no encontrados
10110,V28.9,Sintomas no encontrados
10111,V29,Sintomas no encontrados
10112,V29.0,Sintomas no encontrados
10113,V29.1,Sintomas no encontrados
10114,V29.2,Sintomas no encontrados
10115,V29.3,Sintomas no encontrados
10116,V29.4,Sintomas no encontrados
10117,V29.5,Sintomas no encontrados
10118,V29.6,Sintomas no encontrados
10119,V29.8,Sintomas no encontrados
10120,V29.9,Sintomas no encontrados
10121,V30,Sintomas no encontrados
10122,V30.0,Sintomas no encontrados
10123,V30.1,Sintomas no encontrados
10124,V30.2,Sintomas no encontrados
10125,V30.3,Sintomas no encontrados
10126,V30.4,Sintomas no encontrados
10127,V30.5,Sintomas no encontrados
10128,V30.6,Sintomas no encontrados
10129,V30.7,Sintomas no encontrados
10130,V30.9,Sintomas no encontrados
10131,V31,Sintomas no encontrados
10132,V31.0,Sintomas no encontrados
10133,V31.1,Sintomas no encontrados
10134,V31.2,Sintomas no encontrados
10135,V31.3,Sintomas no encontrados
10136,V31.4,Sintomas no encontrados
10137,V31.5,Sintomas no encontrados
10138,V31.6,Sintomas no encontrados
10139,V31.7,Sintomas no encontrados
10140,V31.9,Sintomas no encontrados
10141,V32,Sintomas no encontrados
10142,V32.0,Sintomas no encontrados
10143,V32.1,Sintomas no encontrados
10144,V32.2,Sintomas no encontrados
10145,V32.3,Sintomas no encontrados
10146,V32.4,Sintomas no encontrados
10147,V32.5,Sintomas no encontrados
10148,V32.6,Sintomas no encontrados
10149,V32.7,Sintomas no encontrados
10150,V32.9,Sintomas no encontrados
10151,V33,Sintomas no encontrados
10152,V33.0,Sintomas no encontrados
10153,V33.1,Sintomas no encontrados
10154,V33.2,Sintomas no encontrados
10155,V33.3,Sintomas no encontrados
10156,V33.4,Sintomas no encontrados
10157,V33.5,Sintomas no encontrados
10158,V33.6,Sintomas no encontrados
10159,V33.7,Sintomas no encontrados
10160,V33.9,Sintomas no encontrados
10161,V34,Sintomas no encontrados
10162,V34.0,Sintomas no encontrados
10163,V34.1,Sintomas no encontrados
10164,V34.2,Sintomas no encontrados
10165,V34.3,Sintomas no encontrados
10166,V34.4,Sintomas no encontrados
10167,V34.5,Sintomas no encontrados
10168,V34.6,Sintomas no encontrados
10169,V34.7,Sintomas no encontrados
10170,V34.9,Sintomas no encontrados
10171,V35,Sintomas no encontrados
10172,V35.0,Sintomas no encontrados
10173,V35.1,Sintomas no encontrados
10174,V35.2,Sintomas no encontrados
10175,V35.3,Sintomas no encontrados
10176,V35.4,Sintomas no encontrados
10177,V35.5,Sintomas no encontrados
10178,V35.6,Sintomas no encontrados
10179,V35.7,Sintomas no encontrados
10180,V35.9,Sintomas no encontrados
10181,V36,Sintomas no encontrados
10182,V36.0,Sintomas no encontrados
10183,V36.1,Sintomas no encontrados
10184,V36.2,Sintomas no encontrados
10185,V36.3,Sintomas no encontrados
10186,V36.4,Sintomas no encontrados
10187,V36.5,Sintomas no encontrados
10188,V36.6,Sintomas no encontrados
10189,V36.7,Sintomas no encontrados
10190,V36.9,Sintomas no encontrados
10191,V37,Sintomas no encontrados
10192,V37.0,Sintomas no encontrados
10193,V37.1,Sintomas no encontrados
10194,V37.2,Sintomas no encontrados
10195,V37.3,Sintomas no encontrados
10196,V37.4,Sintomas no encontrados
10197,V37.5,Sintomas no encontrados
10198,V37.6,Sintomas no encontrados
10199,V37.7,Sintomas no encontrados
10200,V37.9,Sintomas no encontrados
10201,V38,Sintomas no encontrados
10202,V38.0,Sintomas no encontrados
10203,V38.1,Sintomas no encontrados
10204,V38.2,Sintomas no encontrados
10205,V38.3,Sintomas no encontrados
10206,V38.4,Sintomas no encontrados
10207,V38.5,Sintomas no encontrados
10208,V38.6,Sintomas no encontrados
10209,V38.7,Sintomas no encontrados
10210,V38.9,Sintomas no encontrados
10211,V39,Sintomas no encontrados
10212,V39.0,Sintomas no encontrados
10213,V39.1,Sintomas no encontrados
10214,V39.2,Sintomas no encontrados
10215,V39.3,Sintomas no encontrados
10216,V39.4,Sintomas no encontrados
10217,V39.5,Sintomas no encontrados
10218,V39.6,Sintomas no encontrados
10219,V39.8,Sintomas no encontrados
10220,V39.9,Sintomas no encontrados
10221,V40,Sintomas no encontrados
10222,V40.0,Sintomas no encontrados
10223,V40.1,Sintomas no encontrados
10224,V40.2,Sintomas no encontrados
10225,V40.3,Sintomas no encontrados
10226,V40.4,Sintomas no encontrados
10227,V40.5,Sintomas no encontrados
10228,V40.6,Sintomas no encontrados
10229,V40.7,Sintomas no encontrados
10230,V40.9,Sintomas no encontrados
10231,V41,Sintomas no encontrados
10232,V41.0,Sintomas no encontrados
10233,V41.1,Sintomas no encontrados
10234,V41.2,Sintomas no encontrados
10235,V41.3,Sintomas no encontrados
10236,V41.4,Sintomas no encontrados
10237,V41.5,Sintomas no encontrados
10238,V41.6,Sintomas no encontrados
10239,V41.7,Sintomas no encontrados
10240,V41.9,Sintomas no encontrados
10241,V42,Sintomas no encontrados
10242,V42.0,Sintomas no encontrados
10243,V42.1,Sintomas no encontrados
10244,V42.2,Sintomas no encontrados
10245,V42.3,Sintomas no encontrados
10246,V42.4,Sintomas no encontrados
10247,V42.5,Sintomas no encontrados
10248,V42.6,Sintomas no encontrados
10249,V42.7,Sintomas no encontrados
10250,V42.9,Sintomas no encontrados
10251,V43,Sintomas no encontrados
10252,V43.0,Sintomas no encontrados
10253,V43.1,Sintomas no encontrados
10254,V43.2,Sintomas no encontrados
10255,V43.3,Sintomas no encontrados
10256,V43.4,Sintomas no encontrados
10257,V43.5,Sintomas no encontrados
10258,V43.6,Sintomas no encontrados
10259,V43.7,Sintomas no encontrados
10260,V43.9,Sintomas no encontrados
10261,V44,Sintomas no encontrados
10262,V44.0,Sintomas no encontrados
10263,V44.1,Sintomas no encontrados
10264,V44.2,Sintomas no encontrados
10265,V44.3,Sintomas no encontrados
10266,V44.4,Sintomas no encontrados
10267,V44.5,Sintomas no encontrados
10268,V44.6,Sintomas no encontrados
10269,V44.7,Sintomas no encontrados
10270,V44.9,Sintomas no encontrados
10271,V45,Sintomas no encontrados
10272,V45.0,Sintomas no encontrados
10273,V45.1,Sintomas no encontrados
10274,V45.2,Sintomas no encontrados
10275,V45.3,Sintomas no encontrados
10276,V45.4,Sintomas no encontrados
10277,V45.5,Sintomas no encontrados
10278,V45.6,Sintomas no encontrados
10279,V45.7,Sintomas no encontrados
10280,V45.9,Sintomas no encontrados
10281,V46,Sintomas no encontrados
10282,V46.0,Sintomas no encontrados
10283,V46.1,Sintomas no encontrados
10284,V46.2,Sintomas no encontrados
10285,V46.3,Sintomas no encontrados
10286,V46.4,Sintomas no encontrados
10287,V46.5,Sintomas no encontrados
10288,V46.6,Sintomas no encontrados
10289,V46.7,Sintomas no encontrados
10290,V46.9,Sintomas no encontrados
10291,V47,Sintomas no encontrados
10292,V47.0,Sintomas no encontrados
10293,V47.1,Sintomas no encontrados
10294,V47.2,Sintomas no encontrados
10295,V47.3,Sintomas no encontrados
10296,V47.4,Sintomas no encontrados
10297,V47.5,Sintomas no encontrados
10298,V47.6,Sintomas no encontrados
10299,V47.7,Sintomas no encontrados
10300,V47.9,Sintomas no encontrados
10301,V48,Sintomas no encontrados
10302,V48.0,Sintomas no encontrados
10303,V48.1,Sintomas no encontrados
10304,V48.2,Sintomas no encontrados
10305,V48.3,Sintomas no encontrados
10306,V48.4,Sintomas no encontrados
10307,V48.5,Sintomas no encontrados
10308,V48.6,Sintomas no encontrados
10309,V48.7,Sintomas no encontrados
10310,V48.9,Sintomas no encontrados
10311,V49,Sintomas no encontrados
10312,V49.0,Sintomas no encontrados
10313,V49.1,Sintomas no encontrados
10314,V49.2,Sintomas no encontrados
10315,V49.3,Sintomas no encontrados
10316,V49.4,Sintomas no encontrados
10317,V49.5,Sintomas no encontrados
10318,V49.6,Sintomas no encontrados
